•Èid;participant.code;participant.time_started_utc;player.treatment;player.sReward;player.iTrialDec;player.iDec;player.iDec2;player.EmotionalStatus;player.sTag1;player.sTag2;player.sTag3;tag.effort;player.iLikes;player.iDislikes;player.dRTDec1;player.dRTFeed;player.dRTPost;player.dRTTags;player.dRTFeedback;player.dRTEmotionalStatus;Totaltrial;LATENCY;subsession.round_number;session.code
195;nviwyfzo;2021-06-08 08:33:08.129067;Emotional;LR;See;2;;;;;;;;;1223;11644;;;;;12,867;;40;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;3128;13956;;;;;17,084;;1;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;2138;11437;;;;;13,575;;2;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;1411;7927;;;;;9,338;;3;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;1000;5374;;;;;6,374;;4;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;1;;;;;;;;;915;14622;;;;;15,537;;5;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;1;;;;;;;;;1064;5608;;;;;6,672;;6;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;1103;5707;;;;;6,81;;7;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;1;;;;;;;;;954;6756;;;;;7,71;;8;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;1232;7658;;;;;8,89;;9;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;1;;;;;;;;;1255;3831;;;;;5,086;;10;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;Post;;47;75;school;uni;procastrination;;29;11;998;;11435;19183;5053;6776;43,445;;11;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;2755;5270;;;;;8,025;;12;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;746;5810;;;;;6,556;;13;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;840;1897;;;;;2,737;;14;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;1;;;;;;;;;1101;3393;;;;;4,494;;15;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;Post;;13;86;relatable;wfh;uni;;34;6;1165;;3381;15060;2352;3079;25,037;;16;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;1609;4356;;;;;5,965;;17;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;2;;;;;;;;;1394;1862;;;;;3,256;;18;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;Post;;4;50;british;language;funny;;34;6;740;;9720;16152;1737;1599;29,948;;19;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;HR;See;1;;;;;;;;;1705;4897;;;;;6,602;;20;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;976;6021;;;;;6,997;;21;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;1;;;;;;;;;963;8397;;;;;9,36;;22;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;1486;2935;;;;;4,421;;23;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;1299;7619;;;;;8,918;;24;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;Post;;109;69;true;lmao;;;21;19;856;;20442;9523;4047;4113;38,981;;25;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;1338;2442;;;;;3,78;;26;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;841;1367;;;;;2,208;;27;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;1;;;;;;;;;566;6399;;;;;6,965;;28;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;1;;;;;;;;;842;7392;;;;;8,234;;29;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;1;;;;;;;;;1122;2896;;;;;4,018;;30;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;912;4476;;;;;5,388;;31;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;1;;;;;;;;;1131;8428;;;;;9,559;;32;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;852;5470;;;;;6,322;;33;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;845;1108;;;;;1,953;;34;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;1;;;;;;;;;627;4820;;;;;5,447;;35;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;1;;;;;;;;;731;3382;;;;;4,113;;36;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;2838;4858;;;;;7,696;;37;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;Post;;138;83;;;;;13;27;855;;4083;1115;1587;2981;10,621;;38;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;Post;;104;86;;;;;19;21;2142;;6480;1653;2022;3368;15,665;;39;8kaqlr1z
196;ktuz26ut;2021-06-08 10:25:25.874762;Emotional;LR;See;2;;;;;;;;;995;4021;;;;;5,016;;40;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;2738;10680;;;;;13,418;;1;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;1;;;;;;;;;2219;7611;;;;;9,83;;2;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;1693;5927;;;;;7,62;;3;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;Post;;21;93;comic;extrafabulous;;;29;11;976;;16258;95148;6001;6785;125,168;;4;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;2885;9410;;;;;12,295;;5;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;1407;7782;;;;;9,189;;6;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;909;5842;;;;;6,751;;7;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;1;;;;;;;;;960;6829;;;;;7,789;;8;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;586;4233;;;;;4,819;;9;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;836;6122;;;;;6,958;;10;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;651;6186;;;;;6,837;;11;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;720;4843;;;;;5,563;;12;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;1;;;;;;;;;483;9539;;;;;10,022;;13;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;1810;8391;;;;;10,201;;14;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;683;3628;;;;;4,311;;15;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;697;2110;;;;;2,807;;16;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;576;5868;;;;;6,444;;17;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;607;3194;;;;;3,801;;18;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;2;;;;;;;;;693;11613;;;;;12,306;;19;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;HR;See;1;;;;;;;;;572;5347;;;;;5,919;;20;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;732;10974;;;;;11,706;;21;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;663;1640;;;;;2,303;;22;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;493;2590;;;;;3,083;;23;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;575;7600;;;;;8,175;;24;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;545;5359;;;;;5,904;;25;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;624;4791;;;;;5,415;;26;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;619;2691;;;;;3,31;;27;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;614;2664;;;;;3,278;;28;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;555;5984;;;;;6,539;;29;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;470;3716;;;;;4,186;;30;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;595;2236;;;;;2,831;;31;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;556;929;;;;;1,485;;32;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;414;4965;;;;;5,379;;33;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;524;3730;;;;;4,254;;34;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;526;4804;;;;;5,33;;35;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;571;3656;;;;;4,227;;36;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;650;1301;;;;;1,951;;37;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;523;883;;;;;1,406;;38;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;556;2534;;;;;3,09;;39;8kaqlr1z
198;91z2yvel;2021-06-08 11:31:34.241283;Emotional;LR;See;2;;;;;;;;;644;1845;;;;;2,489;;40;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;3901;14103;;;;;18,004;;1;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;2;;;;;;;;;3375;16346;;;;;19,721;;2;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;Post;;7;50;;;;;28;12;68165;;83845;3705;6639;20618;182,972;;3;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;2;;;;;;;;;4148;11395;;;;;15,543;;4;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;1719;14268;;;;;15,987;;5;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;26547;7940;;;;;34,487;;6;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;1175;8769;;;;;9,944;;7;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;2;;;;;;;;;63164;10317;;;;;73,481;;8;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;2;;;;;;;;;1637;10779;;;;;12,416;;9;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;976;7599;;;;;8,575;;10;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;759;4944;;;;;5,703;;11;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;1194;5048;;;;;6,242;;12;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;728;7171;;;;;7,899;;13;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;Post;;16;50;UcantTakeMyMemories;;;;31;9;2116;;44779;61498;2857;2616;113,866;;14;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;17586;6350;;;;;23,936;;15;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;2;;;;;;;;;730;9904;;;;;10,634;;16;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;1786;14119;;;;;15,905;;17;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;1;;;;;;;;;1444;4069;;;;;5,513;;18;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;2;;;;;;;;;1114;1602;;;;;2,716;;19;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;HR;See;2;;;;;;;;;1570;13465;;;;;15,035;;20;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;1343;8708;;;;;10,051;;21;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;947;7819;;;;;8,766;;22;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;1177;6172;;;;;7,349;;23;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;1442;6744;;;;;8,186;;24;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;971;4568;;;;;5,539;;25;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;1110;8427;;;;;9,537;;26;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;868;7798;;;;;8,666;;27;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;1004;10070;;;;;11,074;;28;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;861;8269;;;;;9,13;;29;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;864;23310;;;;;24,174;;30;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;883;997;;;;;1,88;;31;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;507;2814;;;;;3,321;;32;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;449;1873;;;;;2,322;;33;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;652;2132;;;;;2,784;;34;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;582;1508;;;;;2,09;;35;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;658;1019;;;;;1,677;;36;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;Post;;113;50;tumblr;;;;21;19;1072;;29502;101359;1562;1307;134,802;;37;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;914;2837;;;;;3,751;;38;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;601;467;;;;;1,068;;39;8kaqlr1z
202;7mxhw54z;2021-06-08 14:57:37.942317;Control;LR;See;1;;;;;;;;;725;1508;;;;;2,233;;40;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;4705;21506;;;;;26,211;;1;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;1;;;;;;;;;3072;10852;;;;;13,924;;2;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;1;;;;;;;;;2301;19567;;;;;21,868;;3;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;1;;;;;;;;;2083;8222;;;;;10,305;;4;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;1;;;;;;;;;2451;18196;;;;;20,647;;5;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;Post;;47;30;chaos;;;;29;11;1967;;52263;42785;17024;38282;152,321;;6;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;8151;8731;;;;;16,882;;7;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;1;;;;;;;;;2840;12783;;;;;15,623;;8;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;Post;;20;25;cute;wholesome;;;29;11;2906;;50039;23122;7688;9132;92,887;;9;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;5992;12231;;;;;18,223;;10;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;1;;;;;;;;;2303;6531;;;;;8,834;;11;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;1460;60732;;;;;62,192;;12;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;Post;;34;22;funny;dead inside;oops;;29;11;1664;;43855;78976;5733;8673;138,901;;13;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;4804;4277;;;;;9,081;;14;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;1;;;;;;;;;3287;5580;;;;;8,867;;15;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;1541;10590;;;;;12,131;;16;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;1398;13542;;;;;14,94;;17;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;Post;;11;5;obama;;;;29;11;1361;;38860;18906;1610;7985;68,722;;18;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;6531;10820;;;;;17,351;;19;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;HR;See;2;;;;;;;;;1934;8930;;;;;10,864;;20;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;2;;;;;;;;;1600;6948;;;;;8,548;;21;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;1321;5278;;;;;6,599;;22;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;1298;12702;;;;;14;;23;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;1537;10464;;;;;12,001;;24;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;Post;;155;35;shovel;wholesome;cartoon;;23;17;1406;;65269;20030;9483;12553;108,741;;25;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;7876;13691;;;;;21,567;;26;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;2;;;;;;;;;1695;4691;;;;;6,386;;27;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;2;;;;;;;;;1108;10502;;;;;11,61;;28;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;2;;;;;;;;;1886;7027;;;;;8,913;;29;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;1086;3346;;;;;4,432;;30;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;1160;8710;;;;;9,87;;31;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;2;;;;;;;;;1010;2451;;;;;3,461;;32;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;2384;7990;;;;;10,374;;33;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;Post;;116;35;me;relatable;;;23;17;1211;;38765;21735;4881;7146;73,738;;34;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;4345;13443;;;;;17,788;;35;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;1412;21442;;;;;22,854;;36;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;1733;4694;;;;;6,427;;37;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;2273;6371;;;;;8,644;;38;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;2;;;;;;;;;841;11807;;;;;12,648;;39;8kaqlr1z
210;7nzqt0pu;2021-06-09 08:16:21.687164;Emotional;LR;See;1;;;;;;;;;924;9294;;;;;10,218;;40;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;3430;7476;;;;;10,906;;1;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;Post;;45;77;schoollife;help;teamwork;;28;12;2849;;33559;29546;3885;22002;91,841;;2;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;3491;11328;;;;;14,819;;3;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;Post;;49;73;visitor;ohno;moooove;;32;8;2107;;22280;23829;1811;3077;53,104;;4;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;2609;5039;;;;;7,648;;5;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;1953;11270;;;;;13,223;;6;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;Post;;40;50;hangry;summerbod;lunchtime;;28;12;2311;;17710;23624;1840;1734;47,219;;7;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;2503;4926;;;;;7,429;;8;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;1714;6901;;;;;8,615;;9;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;1851;6434;;;;;8,285;;10;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;1626;3941;;;;;5,567;;11;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;Post;;62;50;easypeasy;haha;suckers;;29;11;2495;;32846;39821;1932;1575;78,669;;12;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;2175;5704;;;;;7,879;;13;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;1966;3817;;;;;5,783;;14;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;1881;8039;;;;;9,92;;15;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;1525;7490;;;;;9,015;;16;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;2365;4015;;;;;6,38;;17;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;1667;4931;;;;;6,598;;18;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;2;;;;;;;;;1141;8368;;;;;9,509;;19;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;HR;See;1;;;;;;;;;1521;10042;;;;;11,563;;20;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;See;1;;;;;;;;;1818;6170;;;;;7,988;;21;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;See;1;;;;;;;;;3191;5881;;;;;9,072;;22;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;Post;;120;61;life;lol;not;;20;20;1725;;26065;16184;1930;2278;48,182;;23;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;See;1;;;;;;;;;2822;6670;;;;;9,492;;24;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;See;1;;;;;;;;;1901;5444;;;;;7,345;;25;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;See;1;;;;;;;;;1383;6087;;;;;7,47;;26;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;Post;;157;58;true;are you one of them?;idiots;;22;18;1753;;27595;35627;1940;2321;69,236;;27;8kaqlr1z
215;s25zdlzf;2021-06-09 10:01:31.063362;Control;LR;See;1;;;;;;;;;1818;7580;;;;;9,398;;28;8kaqlr1z
